,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AXP,AXP,AXP,AXP,AXP,AXP,BA,BA,BA,BA,BA,BA,CAT,CAT,CAT,CAT,CAT,CAT,CSCO,CSCO,CSCO,CSCO,CSCO,CSCO,CVX,CVX,CVX,CVX,CVX,CVX,DIS,DIS,DIS,DIS,DIS,DIS,GS,GS,GS,GS,GS,GS,HD,HD,HD,HD,HD,HD,IBM,IBM,IBM,IBM,IBM,IBM,INTC,INTC,INTC,INTC,INTC,INTC,JNJ,JNJ,JNJ,JNJ,JNJ,JNJ,JPM,JPM,JPM,JPM,JPM,JPM,KO,KO,KO,KO,KO,KO,MCD,MCD,MCD,MCD,MCD,MCD,MMM,MMM,MMM,MMM,MMM,MMM,MRK,MRK,MRK,MRK,MRK,MRK,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,NKE,NKE,NKE,NKE,NKE,NKE,PFE,PFE,PFE,PFE,PFE,PFE,PG,PG,PG,PG,PG,PG,TRV,TRV,TRV,TRV,TRV,TRV,UNH,UNH,UNH,UNH,UNH,UNH,V,V,V,V,V,V,VZ,VZ,VZ,VZ,VZ,VZ,WBA,WBA,WBA,WBA,WBA,WBA,WMT,WMT,WMT,WMT,WMT,WMT,XOM,XOM,XOM,XOM,XOM,XOM
,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME,BID PRICE,BID VOLUME,BID TIME,ASK PRICE,ASK VOLUME,ASK TIME
2020-10-30 09:36:00,110.69,13,2020-10-30 09:35:18,111.99,19,2020-10-30 09:33:48,90.2,3,2020-10-30 09:30:29,91.31,12,2020-10-30 09:31:36,146.98,4,2020-10-30 09:30:38,148.8,1,2020-10-30 09:33:05,153.05,1,2020-10-30 09:30:38,154.78,4,2020-10-30 09:32:22,35.47,65,2020-10-30 09:30:39,35.86,28,2020-10-30 09:32:32,68.44,1,2020-10-30 09:36:00,69.86,3,2020-10-30 09:30:39,120.25,1,2020-10-30 09:30:54,121.76,4,2020-10-30 09:33:21,188.75,3,2020-10-30 09:35:18,190.87,1,2020-10-30 09:31:57,267.51,2,2020-10-30 09:30:43,269.62,2,2020-10-30 09:33:52,107.62,8,2020-10-30 09:30:43,109.67,6,2020-10-30 09:33:44,43.83,2,2020-10-30 09:30:44,44.55,28,2020-10-30 09:35:36,136.46,5,2020-10-30 09:32:06,137.35,1,2020-10-30 09:34:50,97.19,9,2020-10-30 09:35:12,98.42,4,2020-10-30 09:30:46,47.61,10,2020-10-30 09:31:35,48.08,26,2020-10-30 09:30:41,213.24,3,2020-10-30 09:30:47,215.32,4,2020-10-30 09:32:46,157.74,2,2020-10-30 09:30:29,159.25,1,2020-10-30 09:33:09,75.19,4,2020-10-30 09:30:47,75.75,3,2020-10-30 09:30:47,202.9,2,2020-10-30 09:30:57,204.3,3,2020-10-30 09:33:43,122.04,7,2020-10-30 09:30:50,124.21,1,2020-10-30 09:30:50,35.15,5,2020-10-30 09:31:55,35.39,6,2020-10-30 09:30:51,136.79,1,2020-10-30 09:30:51,137.99,10,2020-10-30 09:33:41,120.61,3,2020-10-30 09:30:52,122.65,5,2020-10-30 09:30:52,301.79,1,2020-10-30 09:30:52,306.35,2,2020-10-30 09:33:30,182.27,3,2020-10-30 09:31:29,184.29,1,2020-10-30 09:33:31,56.45,10,2020-10-30 09:30:52,56.85,15,2020-10-30 09:34:31,33.35,5,2020-10-30 09:30:54,33.79,14,2020-10-30 09:35:39,139.07,10,2020-10-30 09:30:53,140.0,15,2020-10-30 09:33:10,32.29,6,2020-10-30 09:30:41,32.86,12,2020-10-30 09:33:17
2020-10-30 09:37:00,110.69,13,2020-10-30 09:35:18,111.99,19,2020-10-30 09:33:48,90.2,3,2020-10-30 09:30:29,91.31,12,2020-10-30 09:31:36,146.98,4,2020-10-30 09:30:38,148.8,1,2020-10-30 09:33:05,153.05,1,2020-10-30 09:30:38,154.78,4,2020-10-30 09:32:22,35.47,65,2020-10-30 09:30:39,35.86,28,2020-10-30 09:32:32,68.32,2,2020-10-30 09:36:03,69.97,2,2020-10-30 09:30:39,120.25,1,2020-10-30 09:30:54,121.76,4,2020-10-30 09:33:21,188.75,3,2020-10-30 09:35:18,190.87,1,2020-10-30 09:31:57,267.51,2,2020-10-30 09:30:43,269.62,2,2020-10-30 09:33:52,107.62,8,2020-10-30 09:30:43,109.69,6,2020-10-30 09:36:56,43.83,2,2020-10-30 09:30:44,44.62,2,2020-10-30 09:37:00,136.46,5,2020-10-30 09:32:06,137.35,1,2020-10-30 09:34:50,97.17,9,2020-10-30 09:36:34,98.42,4,2020-10-30 09:30:46,47.61,10,2020-10-30 09:31:35,48.08,26,2020-10-30 09:30:41,213.24,3,2020-10-30 09:30:47,215.32,4,2020-10-30 09:32:46,157.74,2,2020-10-30 09:30:29,159.25,1,2020-10-30 09:33:09,75.19,4,2020-10-30 09:30:47,75.75,3,2020-10-30 09:30:47,202.9,2,2020-10-30 09:30:57,204.3,3,2020-10-30 09:33:43,122.04,7,2020-10-30 09:30:50,124.21,1,2020-10-30 09:30:50,35.15,5,2020-10-30 09:31:55,35.42,14,2020-10-30 09:37:00,136.79,1,2020-10-30 09:30:51,137.99,13,2020-10-30 09:36:13,120.61,3,2020-10-30 09:30:52,122.65,5,2020-10-30 09:30:52,301.79,1,2020-10-30 09:30:52,306.35,2,2020-10-30 09:33:30,182.27,3,2020-10-30 09:31:29,184.29,1,2020-10-30 09:33:31,56.45,10,2020-10-30 09:30:52,56.85,15,2020-10-30 09:34:31,33.35,5,2020-10-30 09:30:54,33.79,14,2020-10-30 09:35:38,139.07,10,2020-10-30 09:30:53,140.0,15,2020-10-30 09:33:10,32.29,6,2020-10-30 09:30:41,32.86,12,2020-10-30 09:33:17
2020-10-30 09:38:00,110.69,13,2020-10-30 09:35:18,111.99,19,2020-10-30 09:33:48,90.2,3,2020-10-30 09:30:29,91.31,12,2020-10-30 09:31:36,146.98,4,2020-10-30 09:30:38,148.85,7,2020-10-30 09:37:27,153.05,1,2020-10-30 09:30:38,154.78,4,2020-10-30 09:32:22,35.47,65,2020-10-30 09:30:39,35.86,28,2020-10-30 09:32:32,68.32,2,2020-10-30 09:36:03,69.96,1,2020-10-30 09:30:39,120.25,1,2020-10-30 09:30:54,121.76,4,2020-10-30 09:33:21,188.75,3,2020-10-30 09:35:18,190.87,1,2020-10-30 09:31:57,267.51,2,2020-10-30 09:30:43,269.62,2,2020-10-30 09:33:52,107.62,8,2020-10-30 09:30:43,109.75,12,2020-10-30 09:38:00,43.83,2,2020-10-30 09:30:44,44.67,33,2020-10-30 09:37:35,136.46,5,2020-10-30 09:32:06,137.42,1,2020-10-30 09:37:36,97.17,9,2020-10-30 09:36:40,98.42,4,2020-10-30 09:30:46,47.61,10,2020-10-30 09:31:35,48.08,26,2020-10-30 09:30:41,213.24,3,2020-10-30 09:30:47,215.32,4,2020-10-30 09:32:46,157.74,2,2020-10-30 09:30:29,159.25,1,2020-10-30 09:33:09,75.19,4,2020-10-30 09:30:47,75.75,3,2020-10-30 09:30:47,202.9,2,2020-10-30 09:30:57,204.3,3,2020-10-30 09:33:43,122.04,7,2020-10-30 09:30:50,124.21,1,2020-10-30 09:30:50,35.15,5,2020-10-30 09:31:55,35.44,53,2020-10-30 09:37:12,136.79,1,2020-10-30 09:30:51,137.99,13,2020-10-30 09:36:13,120.61,3,2020-10-30 09:30:52,122.65,5,2020-10-30 09:30:52,301.79,1,2020-10-30 09:30:52,306.35,2,2020-10-30 09:33:30,182.27,3,2020-10-30 09:31:29,184.29,1,2020-10-30 09:33:31,56.45,10,2020-10-30 09:30:52,56.85,15,2020-10-30 09:34:31,33.35,5,2020-10-30 09:30:54,33.79,14,2020-10-30 09:35:38,139.07,10,2020-10-30 09:30:53,140.13,4,2020-10-30 09:37:48,32.29,6,2020-10-30 09:30:41,32.86,12,2020-10-30 09:33:17
2020-10-30 09:39:00,110.69,13,2020-10-30 09:35:18,111.99,19,2020-10-30 09:33:48,90.2,3,2020-10-30 09:30:29,91.31,12,2020-10-30 09:31:36,146.98,4,2020-10-30 09:30:38,148.85,7,2020-10-30 09:37:27,153.05,1,2020-10-30 09:30:38,154.78,4,2020-10-30 09:32:22,35.47,65,2020-10-30 09:30:39,35.86,28,2020-10-30 09:32:32,68.32,2,2020-10-30 09:36:03,69.97,2,2020-10-30 09:30:39,120.25,1,2020-10-30 09:30:54,121.78,1,2020-10-30 09:38:53,188.75,3,2020-10-30 09:35:18,190.87,1,2020-10-30 09:31:57,267.51,2,2020-10-30 09:30:43,269.63,1,2020-10-30 09:38:10,107.99,2,2020-10-30 09:30:43,110.0,23,2020-10-30 09:38:54,43.83,2,2020-10-30 09:30:44,44.68,28,2020-10-30 09:38:54,136.46,5,2020-10-30 09:32:06,137.44,4,2020-10-30 09:38:37,97.15,8,2020-10-30 09:38:23,98.42,4,2020-10-30 09:30:46,47.61,10,2020-10-30 09:31:35,48.08,26,2020-10-30 09:30:41,213.24,3,2020-10-30 09:30:47,215.32,4,2020-10-30 09:32:46,157.74,2,2020-10-30 09:30:29,159.25,1,2020-10-30 09:33:09,75.19,4,2020-10-30 09:30:47,75.75,3,2020-10-30 09:30:47,202.9,2,2020-10-30 09:30:57,204.3,3,2020-10-30 09:33:43,122.04,7,2020-10-30 09:30:50,124.21,1,2020-10-30 09:30:50,35.15,5,2020-10-30 09:31:55,35.49,21,2020-10-30 09:38:39,136.79,1,2020-10-30 09:30:51,137.99,13,2020-10-30 09:36:13,120.61,3,2020-10-30 09:30:52,122.65,5,2020-10-30 09:30:52,301.79,1,2020-10-30 09:30:52,306.35,2,2020-10-30 09:33:30,182.27,3,2020-10-30 09:31:29,184.29,1,2020-10-30 09:33:31,56.45,10,2020-10-30 09:30:52,56.85,15,2020-10-30 09:34:31,33.35,5,2020-10-30 09:30:54,33.79,14,2020-10-30 09:35:38,139.07,10,2020-10-30 09:30:53,140.13,4,2020-10-30 09:37:48,32.29,6,2020-10-30 09:30:41,32.86,12,2020-10-30 09:33:17
2020-10-30 09:40:00,110.51,96,2020-10-30 09:39:54,111.68,30,2020-10-30 09:34:03,90.2,3,2020-10-30 09:30:29,91.31,12,2020-10-30 09:31:36,146.98,4,2020-10-30 09:30:38,149.2,7,2020-10-30 09:39:34,153.05,1,2020-10-30 09:30:38,154.78,4,2020-10-30 09:32:22,35.47,65,2020-10-30 09:30:39,35.86,28,2020-10-30 09:32:32,68.32,2,2020-10-30 09:36:03,69.97,2,2020-10-30 09:30:39,120.25,1,2020-10-30 09:30:54,121.78,7,2020-10-30 09:39:58,188.75,3,2020-10-30 09:35:18,190.87,1,2020-10-30 09:31:57,267.51,2,2020-10-30 09:30:43,269.63,1,2020-10-30 09:38:10,107.99,2,2020-10-30 09:30:43,110.0,19,2020-10-30 09:39:40,43.83,2,2020-10-30 09:30:44,44.75,30,2020-10-30 09:39:58,136.46,5,2020-10-30 09:32:06,137.59,3,2020-10-30 09:40:00,97.15,8,2020-10-30 09:38:23,98.42,4,2020-10-30 09:30:46,47.61,10,2020-10-30 09:31:35,48.08,26,2020-10-30 09:30:41,213.24,3,2020-10-30 09:30:47,215.32,4,2020-10-30 09:32:46,157.74,2,2020-10-30 09:30:29,159.25,1,2020-10-30 09:33:09,75.19,4,2020-10-30 09:30:47,75.84,1,2020-10-30 09:39:57,202.9,2,2020-10-30 09:30:57,204.3,3,2020-10-30 09:33:43,122.04,7,2020-10-30 09:30:50,124.21,1,2020-10-30 09:30:50,35.15,5,2020-10-30 09:31:55,35.54,21,2020-10-30 09:39:58,136.79,1,2020-10-30 09:30:51,137.99,13,2020-10-30 09:36:13,120.61,3,2020-10-30 09:30:52,122.79,2,2020-10-30 09:39:26,301.79,1,2020-10-30 09:30:52,306.35,2,2020-10-30 09:33:30,182.27,3,2020-10-30 09:31:29,184.29,1,2020-10-30 09:33:31,56.45,10,2020-10-30 09:30:52,56.85,40,2020-10-30 09:39:55,33.35,5,2020-10-30 09:30:54,33.79,14,2020-10-30 09:35:38,139.07,10,2020-10-30 09:30:53,140.13,4,2020-10-30 09:37:48,32.29,6,2020-10-30 09:30:41,32.86,12,2020-10-30 09:33:17
2020-10-30 09:41:00,110.43,21,2020-10-30 09:40:05,111.65,16,2020-10-30 09:34:20,90.2,3,2020-10-30 09:30:29,91.31,12,2020-10-30 09:31:36,146.98,4,2020-10-30 09:30:38,149.2,7,2020-10-30 09:39:34,153.05,1,2020-10-30 09:30:38,154.78,4,2020-10-30 09:32:22,35.47,65,2020-10-30 09:30:39,35.86,28,2020-10-30 09:32:32,68.32,2,2020-10-30 09:36:03,69.97,2,2020-10-30 09:30:39,120.25,1,2020-10-30 09:30:54,121.78,7,2020-10-30 09:39:58,188.75,3,2020-10-30 09:35:18,190.87,1,2020-10-30 09:31:57,267.51,2,2020-10-30 09:30:43,269.63,1,2020-10-30 09:38:10,108.1,9,2020-10-30 09:30:43,110.15,4,2020-10-30 09:40:16,43.83,2,2020-10-30 09:30:44,44.75,30,2020-10-30 09:39:58,136.46,5,2020-10-30 09:32:06,137.59,3,2020-10-30 09:40:00,97.15,8,2020-10-30 09:38:23,98.38,2,2020-10-30 09:30:46,47.61,10,2020-10-30 09:31:35,48.08,26,2020-10-30 09:30:41,213.24,3,2020-10-30 09:30:47,215.32,4,2020-10-30 09:32:46,157.74,2,2020-10-30 09:30:29,159.25,1,2020-10-30 09:33:09,75.19,4,2020-10-30 09:30:47,75.84,1,2020-10-30 09:39:57,202.9,2,2020-10-30 09:30:57,204.3,3,2020-10-30 09:33:43,122.04,7,2020-10-30 09:30:50,123.69,8,2020-10-30 09:32:37,35.15,5,2020-10-30 09:31:55,35.54,54,2020-10-30 09:40:13,136.79,1,2020-10-30 09:30:51,137.99,13,2020-10-30 09:36:13,120.61,3,2020-10-30 09:30:52,122.79,2,2020-10-30 09:39:26,301.79,1,2020-10-30 09:30:52,306.35,2,2020-10-30 09:33:30,182.27,3,2020-10-30 09:31:29,184.29,1,2020-10-30 09:33:31,56.45,10,2020-10-30 09:30:52,56.85,34,2020-10-30 09:40:41,33.35,5,2020-10-30 09:30:54,33.79,14,2020-10-30 09:35:38,139.07,10,2020-10-30 09:30:53,140.13,4,2020-10-30 09:37:48,32.29,6,2020-10-30 09:30:41,32.86,12,2020-10-30 09:33:17
2020-10-30 09:42:00,110.29,20,2020-10-30 09:41:38,111.45,49,2020-10-30 09:34:34,90.08,12,2020-10-30 09:41:27,91.31,12,2020-10-30 09:31:36,146.98,4,2020-10-30 09:30:38,149.2,7,2020-10-30 09:39:34,153.05,1,2020-10-30 09:30:38,154.78,4,2020-10-30 09:32:22,35.47,65,2020-10-30 09:30:39,35.86,28,2020-10-30 09:32:32,68.32,2,2020-10-30 09:36:03,69.97,2,2020-10-30 09:30:39,120.25,1,2020-10-30 09:30:54,121.78,7,2020-10-30 09:39:58,188.75,3,2020-10-30 09:41:30,190.87,1,2020-10-30 09:31:57,267.51,2,2020-10-30 09:30:43,269.63,1,2020-10-30 09:38:10,108.47,7,2020-10-30 09:31:03,110.35,3,2020-10-30 09:41:56,43.83,2,2020-10-30 09:30:44,44.75,30,2020-10-30 09:39:58,136.46,5,2020-10-30 09:32:06,137.59,3,2020-10-30 09:40:00,97.08,8,2020-10-30 09:41:37,98.42,4,2020-10-30 09:30:46,47.61,10,2020-10-30 09:31:35,48.08,26,2020-10-30 09:30:41,213.24,3,2020-10-30 09:30:47,215.32,4,2020-10-30 09:32:46,157.74,2,2020-10-30 09:30:29,159.25,1,2020-10-30 09:33:09,75.19,4,2020-10-30 09:30:47,75.84,1,2020-10-30 09:39:57,202.9,2,2020-10-30 09:30:57,204.3,3,2020-10-30 09:33:43,122.04,7,2020-10-30 09:30:50,124.21,1,2020-10-30 09:30:50,35.15,5,2020-10-30 09:31:55,35.54,54,2020-10-30 09:39:58,136.79,1,2020-10-30 09:30:51,137.99,13,2020-10-30 09:36:13,120.61,3,2020-10-30 09:30:52,122.79,2,2020-10-30 09:39:26,301.79,1,2020-10-30 09:30:52,306.35,2,2020-10-30 09:33:30,182.27,3,2020-10-30 09:31:29,184.29,1,2020-10-30 09:33:31,56.45,10,2020-10-30 09:30:52,56.85,34,2020-10-30 09:40:41,33.35,5,2020-10-30 09:30:54,33.79,14,2020-10-30 09:35:38,139.07,10,2020-10-30 09:30:53,140.13,4,2020-10-30 09:37:48,32.29,6,2020-10-30 09:30:41,32.86,12,2020-10-30 09:33:17
2020-10-30 09:43:00,110.15,37,2020-10-30 09:42:56,111.24,6,2020-10-30 09:38:12,90.08,12,2020-10-30 09:41:26,91.31,12,2020-10-30 09:31:36,146.98,4,2020-10-30 09:30:38,149.2,7,2020-10-30 09:39:34,153.05,1,2020-10-30 09:30:38,154.78,4,2020-10-30 09:32:22,35.47,65,2020-10-30 09:30:39,35.86,28,2020-10-30 09:32:32,68.32,2,2020-10-30 09:36:03,69.97,2,2020-10-30 09:30:39,120.25,1,2020-10-30 09:30:54,121.78,7,2020-10-30 09:39:58,188.75,3,2020-10-30 09:41:30,190.87,1,2020-10-30 09:31:57,267.51,2,2020-10-30 09:30:43,269.63,1,2020-10-30 09:38:10,108.41,4,2020-10-30 09:30:57,110.42,2,2020-10-30 09:42:18,43.83,2,2020-10-30 09:30:44,44.75,30,2020-10-30 09:39:58,136.46,5,2020-10-30 09:32:06,137.59,3,2020-10-30 09:40:00,97.08,8,2020-10-30 09:41:38,98.42,4,2020-10-30 09:30:46,47.61,10,2020-10-30 09:31:35,48.08,26,2020-10-30 09:30:41,213.24,3,2020-10-30 09:30:47,215.32,4,2020-10-30 09:32:46,157.74,2,2020-10-30 09:30:29,159.25,1,2020-10-30 09:33:09,75.19,4,2020-10-30 09:30:47,75.84,1,2020-10-30 09:39:57,202.9,2,2020-10-30 09:30:57,204.3,3,2020-10-30 09:33:43,122.04,7,2020-10-30 09:30:50,124.21,1,2020-10-30 09:30:50,35.15,5,2020-10-30 09:31:55,35.54,54,2020-10-30 09:39:58,136.79,1,2020-10-30 09:30:51,137.99,8,2020-10-30 09:36:13,120.61,3,2020-10-30 09:30:52,122.79,2,2020-10-30 09:39:26,301.79,1,2020-10-30 09:30:52,306.35,2,2020-10-30 09:33:30,182.27,3,2020-10-30 09:31:29,184.29,1,2020-10-30 09:33:31,56.45,10,2020-10-30 09:30:52,56.87,41,2020-10-30 09:42:52,33.35,5,2020-10-30 09:30:54,33.79,14,2020-10-30 09:35:38,139.07,10,2020-10-30 09:30:53,140.13,4,2020-10-30 09:37:48,32.29,6,2020-10-30 09:30:41,32.86,12,2020-10-30 09:33:17
2020-10-30 09:44:00,110.06,43,2020-10-30 09:43:17,111.11,19,2020-10-30 09:38:58,90.01,9,2020-10-30 09:44:00,91.26,5,2020-10-30 09:33:13,146.98,4,2020-10-30 09:30:38,149.2,7,2020-10-30 09:39:34,153.05,1,2020-10-30 09:30:38,154.78,4,2020-10-30 09:32:22,35.47,65,2020-10-30 09:30:39,35.86,59,2020-10-30 09:43:06,68.32,2,2020-10-30 09:36:03,69.97,2,2020-10-30 09:30:39,120.25,1,2020-10-30 09:30:54,121.78,7,2020-10-30 09:39:58,188.75,3,2020-10-30 09:41:30,190.87,1,2020-10-30 09:31:57,267.51,2,2020-10-30 09:30:43,269.63,1,2020-10-30 09:38:10,108.45,3,2020-10-30 09:30:58,110.42,2,2020-10-30 09:42:18,43.83,2,2020-10-30 09:30:44,44.75,30,2020-10-30 09:39:58,136.46,5,2020-10-30 09:32:06,137.59,3,2020-10-30 09:40:00,97.08,8,2020-10-30 09:41:38,98.42,4,2020-10-30 09:30:46,47.61,10,2020-10-30 09:31:35,48.08,26,2020-10-30 09:30:41,213.24,3,2020-10-30 09:30:47,215.32,4,2020-10-30 09:32:46,157.74,2,2020-10-30 09:30:29,159.25,1,2020-10-30 09:33:09,75.19,4,2020-10-30 09:30:47,75.86,21,2020-10-30 09:43:36,202.9,2,2020-10-30 09:30:57,204.3,3,2020-10-30 09:33:43,122.04,7,2020-10-30 09:30:50,124.21,1,2020-10-30 09:30:50,35.15,5,2020-10-30 09:31:55,35.54,54,2020-10-30 09:39:58,136.79,1,2020-10-30 09:30:51,137.99,9,2020-10-30 09:36:13,120.61,3,2020-10-30 09:30:52,122.79,2,2020-10-30 09:39:26,301.79,1,2020-10-30 09:30:52,306.35,2,2020-10-30 09:33:30,182.27,3,2020-10-30 09:31:29,184.29,1,2020-10-30 09:33:31,56.45,10,2020-10-30 09:30:52,56.87,41,2020-10-30 09:42:52,33.35,5,2020-10-30 09:30:54,33.79,14,2020-10-30 09:35:38,139.07,10,2020-10-30 09:30:53,140.13,4,2020-10-30 09:37:48,32.29,6,2020-10-30 09:30:41,32.86,12,2020-10-30 09:33:17
